UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
206589,R,60639,A,,A,,G,2021,A,,R,1838,A,,A,,2
206604,R,174287,A,,R,36102,G,5810,G,1504,G,5810,G,1504,R,661,2
206613,R,26127,A,,R,3,G,871,G,0,G,871,G,0,A,,2
206622,R,147297,A,,R,19569,G,4910,G,815,G,4910,G,815,R,151,2
206695,R,217029,A,,R,54102,G,7234,G,2254,G,7234,G,2254,R,154,2
206835,R,19525,A,,R,1452,G,651,G,61,G,651,G,61,R,34,2
206862,R,35853,A,,R,17097,G,1195,G,712,G,1195,G,712,A,,2
206905,A,,R,245687,A,,G,273,A,,G,273,A,,A,,1
206914,R,70910,A,,R,5216,G,2364,G,217,G,2364,G,217,A,,2
206923,R,36766,A,,A,,G,1226,A,,G,1226,A,,A,,2
206932,R,22947,A,,A,,G,765,A,,G,765,A,,A,,2
206941,R,260524,A,,R,26232,G,8684,G,1093,G,8684,G,1093,A,,2
206996,R,44066,A,,A,,G,1469,A,,G,1469,A,,A,,2
207041,R,65665,A,,R,16308,G,2189,G,680,G,2189,G,680,A,,2
207050,R,26116,A,,A,,G,871,A,,G,871,A,,A,,2
207069,R,31231,A,,A,,G,1041,A,,G,1041,A,,A,,2
207087,A,,R,36390,A,,G,40,A,,G,40,A,,A,,1
207102,A,,R,115740,A,,G,129,A,,R,135,A,,A,,1
207157,R,7353,A,,R,179,G,245,G,7,G,245,G,7,A,,2
207209,R,51742,A,,R,2732,G,1725,G,114,G,1725,G,114,R,91,2
207236,R,51124,A,,A,,G,1704,A,,G,1704,A,,A,,2
207254,R,31920,A,,A,,G,1064,A,,G,1064,A,,A,,2
207263,R,122962,A,,R,25036,G,4099,G,1043,G,4099,G,1043,R,197,2
207281,R,56832,A,,A,,G,1894,A,,G,1894,A,,A,,2
207290,R,41381,A,,A,,G,1379,A,,G,1379,A,,A,,2
207306,R,42801,A,,R,2878,G,1427,G,120,G,1427,G,120,R,28,2
207315,A,,A,,R,21929,A,,G,914,A,,G,914,R,668,-2
207324,R,56463,A,,R,14755,G,1882,G,615,G,1882,G,615,A,,2
207342,R,37033,A,,R,23610,G,1234,G,984,G,1234,G,984,R,1448,2
207351,R,28214,A,,A,,G,940,A,,G,940,A,,A,,2
207388,R,597931,A,,R,66732,G,19931,G,2781,G,19931,G,2781,R,722,2
207397,R,77599,A,,A,,G,2587,A,,G,2587,A,,A,,2
207403,R,38353,A,,R,1846,G,1278,G,77,G,1278,G,77,A,,2
207449,R,193623,A,,A,,G,6454,A,,G,6454,A,,A,,2
207458,R,43706,A,,R,21521,G,1457,G,897,G,1457,G,897,R,529,2
207500,R,613557,A,,R,115682,G,20452,G,4820,G,20452,G,4820,R,654,2
207564,R,68523,A,,A,,G,2284,A,,G,2284,A,,A,,2
207582,R,107049,A,,R,15056,G,3568,G,627,G,3568,G,627,R,61,2
207661,R,72287,A,,R,2632,G,2410,G,110,G,2410,G,110,A,,2
207670,R,115657,A,,A,,G,3855,A,,G,3855,A,,A,,2
207704,A,,R,115878,A,,G,129,A,,G,129,A,,A,,1
207722,R,27262,A,,A,,G,909,A,,G,909,A,,A,,2
207740,R,30983,A,,A,,G,1033,A,,G,1033,A,,A,,2
207786,A,,R,10500,A,,G,12,A,,G,12,A,,A,,1
207847,R,77692,A,,R,50537,G,2590,G,2106,G,2590,G,2106,A,,2
207856,R,8779,A,,R,282,G,293,G,12,G,293,G,12,A,,2
207865,R,100722,A,,R,11403,G,3357,G,475,G,3357,G,475,R,294,2
207935,R,269505,A,,A,,G,8984,A,,G,8984,A,,A,,2
207962,R,32050,A,,A,,G,1068,A,,G,1068,A,,A,,2
207971,R,74154,A,,R,13352,G,2472,G,556,G,2472,G,556,R,377,2
208035,R,22707,A,,A,,G,757,A,,G,757,A,,A,,2
208044,A,,R,25113,A,,G,28,A,,G,28,A,,A,,1
208053,A,,R,193793,A,,G,215,A,,G,215,A,,A,,1
208275,R,49143,A,,A,,G,1092,A,,G,1092,A,,A,,2
208318,R,131261,A,,A,,G,2917,A,,G,2917,A,,A,,2
208390,A,,R,3137551,A,,G,3486,A,,R,6152,A,,A,,1
208406,A,,R,2315115,A,,G,2572,A,,G,2572,A,,A,,1
208415,R,23590,A,,A,,G,524,A,,G,524,A,,A,,2
208433,A,,R,75396,A,,G,84,A,,G,84,A,,A,,1
208479,R,19953,A,,A,,G,665,A,,G,665,A,,A,,2
208512,R,24159,A,,A,,G,805,A,,G,805,A,,A,,2
208637,A,,R,117874,A,,G,131,A,,G,131,A,,A,,1
208646,R,89249,A,,R,8941,G,1983,G,248,G,1983,G,248,A,,2
208725,R,1186,A,,A,,G,40,A,,G,40,A,,A,,2
208822,R,74780,A,,R,24219,G,2493,G,1009,G,2493,G,1009,R,316,2
208859,A,,R,41968,A,,G,47,A,,R,34,A,,A,,1
209038,R,204113,R,2987111,A,,G,7855,A,,G,7855,A,,A,,3
209056,R,66065,A,,R,12484,G,2202,G,520,G,2202,R,648,R,577,2
209065,R,48541,A,,R,2116,G,1618,G,88,G,1618,G,88,A,,2
209074,R,142199,A,,A,,G,3160,A,,G,3160,A,,A,,2
209083,A,,R,59903,A,,G,67,A,,G,67,A,,A,,1
209153,A,,R,33573,A,,G,37,A,,R,30,A,,A,,1
209205,A,,R,51291,A,,G,57,A,,G,57,A,,A,,1
209241,R,906,A,,R,1701,G,30,G,71,G,30,G,71,A,,2
209250,A,,R,2568044,A,,G,2853,A,,G,2853,A,,A,,1
209296,R,1019,A,,R,3065,G,23,G,85,G,23,G,85,R,270,2
209409,R,15498,A,,R,5354,G,517,G,223,G,517,G,223,A,,2
209490,R,29251,A,,R,37259,G,650,G,1035,G,650,G,1035,R,1090,2
209506,R,138302,A,,R,1995,G,3073,G,55,G,3073,G,55,R,14,2
209542,R,1126058,A,,R,143075,G,25024,G,3974,G,25024,R,4519,R,851,2
209551,R,863961,A,,R,111080,G,19199,G,3086,G,19199,G,3086,R,496,2
209603,R,10967,A,,R,2870,G,366,G,120,G,366,G,120,A,,2
209612,R,46494,A,,R,25786,G,1550,G,1074,R,1604,R,965,R,1058,2
209667,A,,R,59083,A,,G,66,A,,R,42,A,,A,,1
209676,A,,R,106012,A,,G,118,A,,R,74,A,,A,,1
209694,A,,R,36412,A,,G,40,A,,G,40,A,,A,,1
209700,A,,R,163441,A,,G,182,A,,G,182,A,,A,,1
209719,A,,R,101700,A,,G,113,A,,G,113,A,,A,,1
209746,R,599952,A,,A,,G,13332,A,,G,13332,A,,A,,2
209807,R,540120,A,,R,112546,G,12003,G,3126,G,12003,G,3126,A,,2
209825,R,96712,A,,R,4937,G,3224,G,206,G,3224,G,206,R,27,2
209922,R,43118,A,,R,106,G,1437,G,4,R,1418,G,4,A,,2
209940,R,67698,R,662463,A,,G,2240,A,,G,2240,A,,A,,3
210146,R,136583,A,,R,19159,G,3035,G,532,G,3035,G,532,A,,2
210155,R,50186,A,,A,,G,1115,A,,G,1115,A,,A,,2
210234,R,48220,A,,A,,G,1072,A,,G,1072,A,,A,,2
210270,R,58642,A,,A,,G,1303,A,,G,1303,A,,A,,2
210304,R,10115,A,,A,,G,337,A,,G,337,A,,A,,2
210331,R,20349,A,,R,3002,G,678,G,125,G,678,G,125,A,,2
210368,A,,A,,R,10488,A,,G,437,A,,G,437,A,,-2
210401,R,46588,A,,R,5416,G,1553,G,226,G,1553,G,226,R,319,2
210429,R,143222,A,,R,13140,G,3183,G,365,G,3183,G,365,Z,0,2
210438,R,1233,A,,R,14866,G,27,G,413,G,27,G,413,R,548,2
210492,R,8441,A,,R,245,G,281,G,10,R,247,G,10,A,,2
210508,A,,A,,R,528,A,,G,22,A,,G,22,A,,-2
210571,R,40767,A,,R,6808,G,1359,G,284,G,1359,G,284,A,,2
210599,R,45480,A,,A,,G,1516,A,,G,1516,A,,A,,2
210605,R,222992,A,,A,,G,7433,A,,G,7433,A,,A,,2
210669,R,37032,A,,A,,G,1234,A,,G,1234,A,,A,,2
210711,A,,R,157325,A,,G,175,A,,G,175,A,,A,,1
210739,R,68623,A,,R,18169,G,2287,G,757,G,2287,G,757,R,200,2
210748,A,,R,77295,A,,G,86,A,,G,86,A,,A,,1
210775,R,61240,A,,R,6788,G,2041,G,283,G,2041,G,283,R,71,2
210784,A,,R,296400,A,,G,329,A,,G,329,A,,A,,1
210809,R,83055,A,,R,5541,G,2769,G,231,G,2769,G,231,A,,2
211006,A,,R,485590,A,,G,540,A,,G,540,A,,A,,1
211079,R,31835,A,,A,,G,1061,A,,G,1061,A,,A,,2
211088,R,54860,A,,R,19795,G,1829,G,825,G,1829,G,825,R,391,2
211130,A,,A,,R,267,A,,G,11,A,,G,11,R,9,-2
211273,R,46586,A,,R,6846,G,1553,G,285,G,1553,G,285,A,,2
211291,R,120835,A,,R,556,G,4028,G,23,G,4028,G,23,A,,2
211307,R,128842,A,,A,,G,4295,A,,G,4295,A,,A,,2
211316,A,,R,62675,A,,G,70,A,,G,70,A,,A,,1
211334,A,,R,43500,A,,G,48,A,,G,48,A,,A,,1
211343,R,46300,A,,A,,G,1543,A,,G,1543,A,,A,,2
211431,R,34563,A,,R,19689,G,1152,G,820,G,1152,G,820,R,88,2
211440,R,230441,A,,R,251054,G,7681,G,10461,R,7143,R,7916,A,,2
211468,R,24420,A,,R,4012,G,814,G,167,G,814,G,167,R,194,2
211477,R,22303,A,,R,357,G,496,G,10,G,496,G,10,A,,2
211556,R,40040,A,,R,11555,G,1335,G,481,G,1335,G,481,R,347,2
211583,R,26656,A,,R,6594,G,889,G,275,G,889,G,275,R,96,2
211608,R,20891,A,,A,,G,696,A,,G,696,A,,A,,2
211635,R,3580,A,,A,,G,119,A,,G,119,A,,A,,2
211802,R,3059,R,31140,A,,G,137,A,,G,137,A,,A,,3
211893,R,3780,A,,R,1080,G,126,G,45,G,126,G,45,A,,2
211927,R,150339,A,,A,,G,5011,A,,G,5011,A,,A,,2
211981,R,52716,A,,R,9701,G,1757,G,404,G,1757,G,404,A,,2
212009,R,69393,A,,R,93,G,2313,G,4,G,2313,G,4,A,,2
212045,R,9607,A,,A,,G,320,A,,G,320,A,,A,,2
212054,R,731584,A,,R,144834,G,16257,G,4023,R,13299,R,4954,R,1809,2
212106,R,168056,A,,R,33092,G,5602,G,1379,G,5602,G,1379,R,1141,2
212115,R,135215,A,,R,12163,G,4507,G,507,G,4507,G,507,R,55,2
212133,R,50018,A,,R,86819,G,1667,G,3617,R,1783,R,4788,R,30,2
212197,R,55351,A,,R,10664,G,1845,G,444,G,1845,G,444,R,44,2
212230,A,,R,31092,A,,G,35,A,,G,35,A,,A,,1
212267,A,,R,83187,A,,G,92,A,,G,92,A,,A,,1
212276,A,,R,95319,A,,G,106,A,,G,106,A,,A,,1
212294,A,,R,71918,A,,G,80,A,,G,80,A,,A,,1
212300,A,,R,52697,A,,G,59,A,,G,59,A,,A,,1
212328,A,,R,114968,A,,G,128,A,,G,128,A,,A,,1
212337,A,,R,89932,A,,G,100,A,,G,100,A,,A,,1
212355,A,,R,127657,A,,G,142,A,,G,142,A,,A,,1
212382,A,,R,144481,A,,G,161,A,,G,161,A,,A,,1
212391,A,,R,78982,A,,G,88,A,,G,88,A,,A,,1
212434,R,13725,A,,A,,G,305,A,,G,305,A,,A,,2
212577,R,61560,A,,A,,G,2052,A,,G,2052,A,,A,,2
212601,R,78436,A,,R,28808,G,2615,G,1200,G,2615,G,1200,R,298,2
212656,R,31373,A,,R,2640,G,1046,G,110,G,1046,G,110,A,,2
212674,R,75352,A,,R,7629,G,2512,G,318,G,2512,G,318,A,,2
212753,A,,R,108180,A,,G,120,A,,G,120,A,,A,,1
212771,R,4877,A,,R,4590,G,163,G,191,G,163,G,191,A,,2
212805,R,69897,A,,R,644,G,2330,G,27,G,2330,G,27,A,,2
212832,R,38274,A,,R,12606,G,1276,G,525,G,1276,G,525,R,0,2
212869,R,22567,A,,A,,G,752,A,,G,752,A,,A,,2
212878,R,229737,A,,A,,G,7658,A,,G,7658,A,,A,,2
212911,R,44830,A,,A,,G,1494,A,,G,1494,A,,A,,2
212975,R,3838,R,3828,A,,G,132,A,,G,132,A,,A,,3
212984,R,68278,A,,R,10275,G,2276,G,428,G,2276,G,428,R,39,2
213011,R,41547,A,,R,13315,G,1385,G,555,G,1385,G,555,R,204,2
213020,R,198890,R,273704,R,25849,G,6934,G,1077,G,6934,G,1077,R,56,3
213163,R,10047,A,,A,,G,335,A,,G,335,A,,A,,2
213181,R,9163,R,67391,A,,G,380,A,,G,380,A,,A,,3
213233,R,17215,A,,A,,G,574,A,,G,574,A,,A,,2
213251,R,37214,A,,R,1581,G,1240,G,66,G,1240,G,66,A,,2
213303,R,31812,A,,R,1350,G,1060,G,56,G,1060,G,56,A,,2
213321,R,47122,A,,R,10566,G,1571,G,440,G,1571,G,440,R,5,2
213330,A,,R,19625,A,,G,22,A,,G,22,A,,A,,1
213349,R,183955,A,,R,15467,G,6132,G,644,G,6132,G,644,R,37,2
213358,R,28232,A,,R,10072,G,941,G,420,G,941,G,420,A,,2
213367,R,60475,A,,R,19045,G,2016,G,794,R,2028,R,952,R,167,2
213376,R,62415,R,98989,A,,G,2190,A,,G,2190,A,,A,,3
213385,R,84610,A,,A,,G,2820,A,,G,2820,A,,A,,2
213400,R,39971,A,,R,9832,G,1332,G,410,G,1332,G,410,A,,2
213446,A,,A,,R,563,A,,G,23,A,,G,23,R,11,-2
213455,A,,R,150038,A,,G,167,A,,G,167,A,,A,,1
213473,R,1000,R,49700,A,,G,89,A,,G,89,A,,A,,3
213491,A,,R,42586,A,,G,47,A,,G,47,A,,A,,1
213507,R,51167,A,,R,6448,G,1706,G,269,G,1706,G,269,R,106,2
213525,R,111690,A,,A,,G,3723,A,,G,3723,A,,A,,2
213534,R,20537,R,15330,A,,G,702,A,,G,702,A,,A,,3
213543,R,185095,A,,R,28477,G,6170,G,1187,G,6170,G,1187,A,,2
213570,R,10897,R,184223,A,,G,568,A,,G,568,A,,A,,3
213589,R,12562,A,,A,,G,419,A,,G,419,A,,A,,2
213598,R,51334,A,,R,2853,G,1711,G,119,G,1711,G,119,A,,2
213622,R,2404,A,,A,,G,80,A,,G,80,A,,A,,2
213631,A,,A,,R,3712,A,,G,155,A,,G,155,A,,-2
213659,R,78589,A,,A,,G,2620,A,,G,2620,A,,A,,2
213668,R,33089,A,,A,,G,1103,A,,G,1103,A,,A,,2
213774,R,12507,A,,R,0,G,417,G,0,G,417,G,0,A,,2
213826,R,55858,A,,R,20226,G,1862,G,843,G,1862,G,843,R,48,2
213914,R,8883,A,,A,,G,296,A,,R,324,A,,A,,2
213932,R,3468,A,,A,,G,116,A,,G,116,A,,A,,2
213987,R,64706,A,,R,8772,G,2157,G,366,G,2157,G,366,A,,2
213996,R,71085,A,,R,11808,G,2370,G,492,G,2370,R,656,R,232,2
214023,R,420,A,,A,,G,14,A,,G,14,A,,A,,2
214041,R,158057,A,,R,16130,G,5269,G,672,G,5269,G,672,R,26,2
214069,R,46052,A,,R,9074,G,1535,G,378,R,1603,G,378,R,170,2
214111,R,178887,A,,A,,G,5963,A,,G,5963,A,,A,,2
214148,R,12102,A,,R,153,G,403,G,6,G,403,G,6,A,,2
214157,R,63257,A,,R,12003,G,2109,G,500,G,2109,G,500,R,135,2
214166,R,41879,A,,R,471,G,1396,G,20,G,1396,G,20,A,,2
214175,R,59132,A,,R,576,G,1971,G,24,G,1971,G,24,A,,2
214272,R,43687,A,,R,6653,G,1456,G,277,G,1456,G,277,R,85,2
214290,R,20200,R,2310,A,,G,676,A,,G,676,A,,A,,3
214379,R,163511,A,,A,,G,5450,A,,G,5450,A,,A,,2
214476,R,1780,A,,A,,G,59,A,,G,59,A,,A,,2
214528,R,9600,A,,A,,G,320,A,,R,368,A,,A,,2
214564,A,,A,,R,16784,A,,G,699,A,,G,699,R,1174,-2
214582,R,23440,A,,A,,G,521,A,,G,521,A,,A,,2
214591,R,99536,A,,R,1650,G,3318,G,69,G,3318,G,69,A,,2
214607,A,,A,,R,3644,A,,G,152,A,,G,152,A,,-2
214625,R,12813,A,,R,0,G,427,G,0,G,427,G,0,A,,2
214634,R,7916,A,,R,0,G,264,G,0,G,264,G,0,A,,2
214643,R,10300,A,,R,63,G,343,G,3,G,343,G,3,A,,2
214652,R,25067,A,,R,8,G,836,G,0,G,836,G,0,A,,2
214670,R,27512,A,,R,0,G,917,G,0,G,917,G,0,A,,2
214689,R,74690,A,,R,0,G,2490,G,0,G,2490,G,0,A,,2
214698,R,15285,A,,R,0,G,510,G,0,G,510,G,0,A,,2
214704,R,57934,A,,R,93,G,1931,G,4,G,1931,G,4,A,,2
214713,R,128874,A,,R,6987,G,4296,G,291,G,4296,G,291,A,,2
214731,R,35376,A,,R,0,G,1179,G,0,G,1179,G,0,A,,2
214740,R,10067,A,,R,0,G,336,G,0,G,336,G,0,A,,2
214759,R,12605,A,,R,0,G,420,G,0,G,420,G,0,A,,2
214768,R,15775,A,,R,0,G,526,G,0,G,526,G,0,A,,2
214777,R,1336049,A,,R,154437,G,44535,G,6435,G,44535,G,6435,R,1312,2
214786,R,10732,A,,R,0,G,358,G,0,G,358,G,0,A,,2
214795,R,16219,A,,R,3,G,541,G,0,G,541,G,0,A,,2
214801,R,95155,A,,R,0,G,3172,G,0,G,3172,G,0,A,,2
214810,R,19307,A,,R,0,G,644,G,0,G,644,G,0,A,,2
214829,R,19647,A,,R,42,G,655,G,2,G,655,G,2,A,,2
214883,R,15134,A,,R,1445,G,504,G,60,G,504,G,60,A,,2
214892,R,18210,R,23220,A,,G,430,A,,G,430,A,,A,,3
214944,A,,R,547348,A,,G,608,A,,G,608,A,,A,,1
214971,R,2861,A,,R,1068,G,95,G,45,G,95,G,45,A,,2
215008,A,,R,102968,A,,G,114,A,,G,114,A,,A,,1
215044,A,,R,118800,A,,G,132,A,,G,132,A,,A,,1
215053,R,9285,A,,A,,G,310,A,,G,310,A,,A,,2
215062,R,421647,A,,R,378572,G,14055,G,15774,R,11648,R,13375,R,2627,2
215114,R,27694,A,,R,3466,G,923,G,144,G,923,G,144,A,,2
215123,A,,A,,R,25423,A,,G,1059,A,,R,756,R,2435,-2
215239,R,243034,A,,A,,G,8101,A,,G,8101,A,,A,,2
215266,R,37155,A,,A,,G,1239,A,,G,1239,A,,A,,2
215275,R,40466,A,,A,,G,1349,A,,G,1349,A,,A,,2
215284,R,57461,A,,A,,G,1915,A,,G,1915,A,,A,,2
215293,R,648611,A,,R,161933,G,21620,G,6747,G,21620,G,6747,R,3461,2
215309,R,760,A,,A,,G,25,A,,G,25,A,,A,,2
215381,A,,R,772481,A,,G,858,A,,G,858,A,,A,,1
215390,R,10067,A,,A,,G,336,A,,G,336,A,,A,,2
215424,A,,A,,R,2657,A,,G,111,A,,G,111,A,,-2
215442,R,71616,A,,R,17327,G,2387,G,722,G,2387,G,722,R,31,2
215479,R,1690,A,,A,,G,56,A,,G,56,A,,A,,2
215530,A,,R,74856,A,,G,83,A,,R,87,A,,A,,1
215585,R,78666,A,,A,,G,2622,A,,G,2622,A,,A,,2
215594,R,5846,R,46914,A,,G,247,A,,G,247,A,,A,,3
215619,A,,A,,R,1125,A,,G,47,A,,G,47,A,,-2
215637,R,10035,A,,A,,G,223,A,,G,223,A,,A,,2
215655,R,93382,A,,R,17341,G,3113,G,723,G,3113,G,723,R,32,2
215682,R,17580,A,,A,,G,586,A,,G,586,A,,A,,2
215691,R,13355,A,,R,5797,G,445,G,242,G,445,G,242,A,,2
215743,R,53301,A,,R,7904,G,1777,G,329,G,1777,G,329,R,117,2
215770,R,149254,A,,R,29309,G,4975,G,1221,G,4975,G,1221,R,472,2
215798,R,40436,A,,R,1303,G,1348,G,54,G,1348,R,51,R,121,2
215813,A,,A,,R,2016,A,,G,84,A,,G,84,A,,-2
215886,A,,R,40678,A,,G,45,A,,G,45,A,,A,,1
215929,R,111035,A,,R,17962,G,3701,G,748,G,3701,G,748,R,208,2
215947,R,59633,A,,R,9404,G,1988,G,392,G,1988,G,392,R,77,2
215974,R,17684,A,,A,,G,589,A,,G,589,A,,A,,2
215992,R,4540,R,72999,A,,G,232,A,,G,232,A,,A,,3
216010,R,121472,A,,R,12582,G,4049,G,524,G,4049,G,524,R,16,2
216038,R,210073,A,,R,27003,G,7002,G,1125,G,7002,G,1125,R,338,2
216047,R,1113,A,,R,4081,G,37,G,170,G,37,G,170,A,,2
216074,A,,R,333900,A,,G,371,A,,R,359,A,,A,,1
216083,R,12446,A,,A,,G,277,A,,G,277,A,,A,,2
216162,R,9940,A,,A,,G,331,A,,G,331,A,,A,,2
216223,A,,R,75200,A,,G,84,A,,G,84,A,,A,,1
216278,R,70129,A,,R,178,G,2338,G,7,G,2338,G,7,A,,2
216287,R,54843,A,,A,,G,1828,A,,R,1714,A,,A,,2
216296,R,46805,A,,A,,G,1560,A,,G,1560,A,,A,,2
216311,R,5117,A,,A,,G,171,A,,G,171,A,,A,,2
216339,R,630710,A,,R,89307,G,21024,G,3721,G,21024,G,3721,R,2949,2
216348,A,,A,,R,391,A,,G,11,A,,G,11,A,,-2
216357,R,24540,A,,R,6746,G,818,G,281,G,818,G,281,A,,2
216366,R,122573,A,,R,64661,G,4086,G,2694,G,4086,G,2694,R,1796,2
216436,R,3131,A,,A,,G,104,A,,R,120,A,,A,,2
216445,R,3793,A,,A,,G,126,A,,R,117,A,,A,,2
216454,R,3277,A,,A,,G,109,A,,R,101,A,,A,,2
216463,A,,A,,R,2243,A,,G,93,A,,G,93,A,,-2
216524,R,47523,A,,A,,G,1584,A,,R,1485,A,,A,,2
216542,R,14116,A,,R,1488,G,471,G,62,G,471,G,62,A,,2
216551,R,2981,A,,A,,G,99,A,,G,99,A,,A,,2
216579,A,,R,53382,A,,G,59,A,,G,59,A,,A,,1
216597,R,227379,A,,R,35160,G,7579,G,1465,G,7579,G,1465,R,757,2
216630,R,2094,A,,A,,G,70,A,,G,70,A,,A,,2
216667,R,37039,A,,R,12,G,1235,G,1,R,1185,G,1,A,,2
216694,R,32499,A,,R,3639,G,1083,G,152,G,1083,G,152,R,15,2
216746,A,,R,44521,A,,G,49,A,,G,49,A,,A,,1
216764,R,416208,A,,R,44433,G,13874,G,1851,G,13874,G,1851,R,60,2
216773,R,4230,A,,A,,G,141,A,,G,141,A,,A,,2
216807,R,37195,A,,R,798,G,1240,G,33,G,1240,G,33,A,,2
216816,A,,A,,R,12332,A,,G,514,A,,G,514,R,14,-2
216825,R,69935,A,,A,,G,2331,A,,G,2331,A,,A,,2
216852,R,82856,A,,R,24235,G,2762,G,1010,G,2762,G,1010,R,1413,2
216931,R,55445,A,,R,46424,G,1848,G,1934,G,1848,G,1934,R,249,2
216940,R,12296,A,,A,,G,410,A,,R,313,A,,A,,2
217013,R,27628,A,,R,7606,G,921,G,317,G,921,G,317,A,,2
217040,R,1200,A,,R,48,G,40,G,2,G,40,G,2,A,,2
217059,R,95087,A,,R,5868,G,3170,G,245,G,3170,G,245,R,98,2
217077,R,23081,A,,A,,G,769,A,,G,769,A,,A,,2
217156,R,239409,A,,R,65922,G,7980,G,2747,R,7469,R,3204,R,603,2
217165,R,103211,A,,R,9476,G,3440,G,395,G,3440,G,395,A,,2
217235,R,117454,A,,R,9542,G,3915,G,398,G,3915,G,398,R,50,2
217305,R,85311,A,,R,4539,G,1896,G,126,G,1896,G,126,R,7,2
217323,R,34548,R,26680,A,,G,1181,A,,G,1181,A,,A,,3
217402,R,128983,A,,R,8907,G,4299,G,371,G,4299,G,371,A,,2
217420,R,148518,A,,R,16392,G,4951,G,683,G,4951,G,683,R,40,2
217475,R,250307,A,,A,,G,8344,A,,G,8344,A,,A,,2
217484,R,418084,A,,R,39476,G,13936,G,1645,G,13936,R,1974,R,662,2
217493,R,64131,A,,R,15605,G,2138,G,650,R,2127,R,466,A,,2
217518,R,115075,A,,R,5687,G,3836,G,237,G,3836,G,237,A,,2
217536,R,62553,A,,R,10699,G,2085,G,446,G,2085,G,446,A,,2
217581,A,,R,123891,A,,G,138,A,,G,138,A,,A,,1
217606,R,2160,A,,R,912,G,72,G,38,G,72,G,38,A,,2
217615,R,46017,A,,A,,G,1534,A,,G,1534,A,,A,,2
217624,R,19561,A,,R,654,G,652,G,27,G,652,G,27,A,,2
217633,R,93381,A,,R,13247,G,3113,G,552,G,3113,G,552,R,183,2
217688,R,82849,A,,R,12756,G,2762,G,532,G,2762,G,532,R,143,2
217712,R,44798,A,,A,,G,1493,A,,G,1493,A,,A,,2
217721,R,49796,A,,R,1374,G,1660,G,57,G,1660,G,57,A,,2
217749,R,71424,A,,R,5978,G,2381,G,249,G,2381,G,249,R,5,2
217776,R,22666,A,,R,3902,G,756,G,163,G,756,G,163,A,,2
217794,A,,R,78420,A,,G,87,A,,G,87,A,,A,,1
217819,R,315451,A,,R,15200,G,10515,G,633,G,10515,G,633,A,,2
217837,R,26126,A,,A,,G,871,A,,G,871,A,,A,,2
217864,R,89016,A,,R,17758,G,2967,G,740,G,2967,G,740,A,,2
217873,R,52192,A,,R,1614,G,1740,G,67,G,1740,G,67,A,,2
217882,R,700516,A,,R,109362,G,23351,G,4557,G,23351,G,4557,R,42,2
217891,R,4033,A,,A,,G,134,A,,G,134,A,,A,,2
217907,R,27819,A,,R,1159,G,927,G,48,G,927,G,48,A,,2
217925,R,20891,A,,R,25272,G,696,G,1053,G,696,G,1053,A,,2
217934,R,34921,A,,R,7258,G,1164,G,302,G,1164,G,302,A,,2
217961,R,25458,A,,R,9735,G,849,G,406,G,849,G,406,A,,2
217989,R,16250,A,,A,,G,542,A,,G,542,A,,A,,2
217998,R,24125,A,,R,1807,G,804,G,75,G,804,G,75,A,,2
218025,R,70565,A,,A,,G,2352,A,,G,2352,A,,A,,2
218061,R,84023,A,,R,6555,G,2801,G,273,G,2801,G,273,R,37,2
218070,R,73754,A,,R,3211,G,2458,G,134,G,2458,G,134,A,,2
218113,R,219017,A,,A,,G,7301,A,,G,7301,A,,A,,2
218140,R,166014,A,,A,,G,5534,A,,G,5534,A,,A,,2
218159,A,,R,153730,A,,G,171,A,,G,171,A,,A,,1
218195,A,,R,137170,A,,G,152,A,,G,152,A,,A,,1
218229,R,97270,A,,R,9202,G,3242,G,383,G,3242,G,383,A,,2
218238,R,43362,A,,R,4878,G,1445,G,203,G,1445,G,203,A,,2
218335,R,10243,A,,R,54799,G,341,G,2283,R,339,R,1795,R,1392,2
218353,R,195603,A,,A,,G,6520,A,,G,6520,A,,A,,2
218399,R,13531,A,,A,,G,451,A,,R,504,A,,A,,2
218414,R,42285,A,,R,1185,G,1410,G,49,G,1410,G,49,A,,2
218441,R,53036,A,,R,7466,G,1768,G,311,G,1768,G,311,A,,2
218487,R,47728,A,,A,,G,1591,A,,G,1591,A,,A,,2
218520,R,108212,A,,A,,G,3607,A,,G,3607,A,,A,,2
218539,R,26644,A,,R,3604,G,888,G,150,G,888,R,99,R,164,2
218645,R,82183,A,,R,11273,G,2739,G,470,G,2739,G,470,A,,2
218654,R,57397,A,,R,531,G,1913,G,22,G,1913,G,22,A,,2
218663,R,872907,A,,R,118976,G,29097,G,4957,G,29097,G,4957,R,3796,2
218672,R,43416,A,,A,,G,1447,A,,G,1447,A,,A,,2
218681,R,13759,A,,A,,G,459,A,,G,459,A,,A,,2
218690,R,29847,A,,A,,G,995,A,,G,995,A,,A,,2
218706,R,23452,A,,A,,G,782,A,,G,782,A,,A,,2
218724,R,309505,A,,R,9514,G,10317,G,396,G,10317,G,396,A,,2
218733,R,79602,A,,R,5215,G,2653,G,217,G,2653,G,217,A,,2
